Sigla;Código;Município;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;Região
SP;3523503;Itatinga;3678,058693;3906,729811;3613,940634;4144,178843;4042,200132;4279,283549;4441,190892;4713,898524;4834,422135;4951,47109;5721,872241;6477,854998;SUDESTE
CE;2306603;Itatira;1571,71035;1621,04798;1293,626147;1469,496549;1740,267147;1677,464423;1519,708874;1741,850741;1653,839681;2054,850676;1709,767012;1755,061326;NORDESTE
PB;2507200;Itatuba;1407,523034;1403,64173;1574,698606;1623,792905;1895,747598;1760,948347;1787,58559;2101,764026;2228,417208;2335,598185;2485,685461;2555,408242;NORDESTE
RN;2404903;Itaú;1816,79948;1697,288474;1987,42391;2136,038922;1797,055349;1772,822486;1810,563426;2035,838762;2062,19121;2019,074734;2180,985178;2498,687136;NORDESTE
MG;3133758;Itaú de Minas;11744,79411;13662,31353;12911,64292;12639,83283;11763,427;9742,158996;8769,953795;9583,091225;10322,57488;11975,33946;11668,88039;13841,0827;SUDESTE
MT;5104559;Itaúba;3519,952209;3879,624345;5156,238377;5164,089878;5373,688593;7197,795685;6725,940297;5088,404859;7816,026544;8347,647285;10105,59643;7485,186442;CENTRO-OESTE
AP;1600253;Itaubal;3267,580846;3217,1895;3295,038426;3686,278732;3261,265411;3353,787664;3385,897852;3489,648163;3911,630108;4318,782961;4241,384182;3975,124447;NORTE
GO;5211404;Itauçu;2229,745553;2519,631565;2582,182115;3558,260845;3317,842101;3463,046689;3502,413983;3743,521883;3616,109686;3721,015516;3244,226094;3570,72142;CENTRO-OESTE
PI;2205102;Itaueira;1416,597265;1324,502577;1371,084426;1397,894605;1744,59741;1594,2971;1852,747569;1690,464755;1685,187698;1873,582062;2068,396591;2220,742559;NORDESTE
MG;3133808;Itaúna;5576,0405;5998,033217;5932,941487;6178,752227;6483,386495;7447,521355;6939,658262;7649,243708;7962,90301;8312,280125;6888,019431;7790,985925;SUDESTE
PR;4111308;Itaúna do Sul;2561,598701;2476,130659;2483,330818;2565,707241;2918,34203;2749,055866;2687,470016;2672,748144;3272,686703;3400,45707;3693,846477;4141,663248;SUL
MG;3133907;Itaverava;1880,650032;1693,544735;2009,835872;1904,62317;1840,359807;1838,493369;1745,753704;1711,259827;2098,13441;2237,642699;2215,798061;2204,115617;SUDESTE
MG;3134004;Itinga;1176,124856;1230,206701;1320,910922;1450,227142;1402,907534;1608,090471;1685,551376;1808,888903;1699,626832;1827,017656;1826,892856;2106,718806;SUDESTE
MA;2105427;Itinga do Maranhão;1843,279689;1970,5917;2109,68269;2240,865698;2347,500266;2375,760265;2271,126948;2238,015701;4600,65575;3063,70435;2546,999761;3703,81921;NORDESTE
MT;5104609;Itiquira;22383,82662;24153,79513;19216,57116;23515,11287;31856,34535;41966,78099;32529,69843;24428,27984;21318,17157;22436,11233;21031,50111;23610,56399;CENTRO-OESTE
SP;3523602;Itirapina;5328,722354;5279,66842;5803,752816;5709,856426;5000,391302;5289,885547;5505,609822;5992,935675;6652,994895;5863,358277;5544,619471;6738,922567;SUDESTE
SP;3523701;Itirapuã;4673,176339;3529,073796;3333,484299;4253,580472;3854,276293;4770,272559;4881,012004;4874,986697;5881,047539;5486,415811;4782,589858;5824,397341;SUDESTE
BA;2916906;Itiruçu;1934,54831;1654,982876;1824,214638;1858,56684;1920,366709;1845,936237;2106,902783;1945,812509;1860,191284;1923,473221;1967,009899;2355,388687;NORDESTE
BA;2917003;Itiúba;959,2475555;1241,660536;1059,551254;1116,231258;1165,961803;1099,362402;1192,656682;1277,132079;1532,809928;1544,332294;1472,185585;1621,135959;NORDESTE
SP;3523800;Itobi;4143,991918;4167,67942;4183,400622;4668,109261;3900,327148;4007,030428;3586,551685;3963,003962;4680,172908;3916,975803;4233,13934;4120,575403;SUDESTE
BA;2917102;Itororó;1771,550095;1921,029764;1692,346419;1673,105456;1649,526177;1786,132787;1931,057226;1922,083915;1748,321086;1665,442794;1887,4495;2058,888061;NORDESTE
SP;3523909;Itu;11141,8136;11258,43211;9194,164266;9415,920084;10138,49629;10810,50551;11096,23572;12023,59434;12908,34603;12208,86767;12676,14436;12146,09973;SUDESTE
BA;2917201;Ituaçu;1093,868044;1135,65262;1423,122712;1365,956852;1592,481107;1485,274876;1657,770959;1684,054143;1829,040951;1763,835253;2127,35843;2223,075874;NORDESTE
BA;2917300;Ituberá;2073,986199;2222,487009;2108,895334;1924,300385;1978,744418;2003,561241;2121,479457;2262,24131;2649,801339;2565,692213;2685,726259;2872,216198;NORDESTE
MG;3134103;Itueta;3199,164241;3345,266752;3955,37078;3367,214506;3829,73325;4186,015459;4062,31499;4036,608345;3398,548294;3599,966102;3596,912604;3816,408702;SUDESTE
MG;3134202;Ituiutaba;5610,647805;6057,242637;6228,315155;6263,674788;7057,598444;7180,821804;6700,946109;6933,382422;7381,921625;7137,516706;8825,432918;9299,353702;SUDESTE
GO;5211503;Itumbiara;7873,214475;8477,218671;9051,925645;9628,96683;11433,73155;10634,37733;9627,366486;10380,09405;9786,312308;11535,67672;11195,37194;10855,46908;CENTRO-OESTE
MG;3134301;Itumirim;2607,550564;2320,72818;2294,378169;2413,286359;2662,368313;2628,436893;2806,298582;2641,062407;2794,849822;2864,996314;2772,408613;2949,711296;SUDESTE
SP;3524006;Itupeva;13488,95902;15958,32822;14344,14966;16336,32637;15518,85767;15580,55028;15241,9834;17020,73952;16926,47274;15765,42903;19747,45002;21836,1546;SUDESTE
PA;1503705;Itupiranga;1278,763098;1626,945302;1105,712655;1233,115464;1260,85001;1367,50516;1394,289661;1395,045564;2104,514805;2061,855671;2192,683836;1898,390165;NORTE
SC;4208500;Ituporanga;6271,068325;7357,111227;7109,156772;6972,27515;7806,28045;8079,095671;7858,223259;8347,99746;8803,425811;9318,187798;9222,192671;9528,48013;SUL
MG;3134400;Iturama;7010,262134;7547,530625;7809,195844;7691,035257;8796,032892;9782,513506;9006,621543;8923,478564;8874,052681;8418,553692;8172,4089;8508,513344;SUDESTE
MG;3134509;Itutinga;4792,913471;4696,564799;4483,450503;5280,778351;5538,132724;6534,502989;6647,850391;5868,54062;6166,83071;6917,624272;6731,597305;6607,635369;SUDESTE
SP;3524105;Ituverava;6931,344039;6794,663129;6456,96744;7015,512885;6777,794169;7112,212425;6346,699502;6054,123058;6322,591942;5657,793818;6087,539976;6540,355093;SUDESTE
BA;2917334;Iuiú;1619,346712;1593,901343;1912,317536;2211,376228;2236,002307;2674,300707;2348,991948;2080,90118;2095,386165;2119,20585;2173,688299;2282,917663;NORDESTE
ES;3203007;Iúna;3866,820604;5642,601101;3549,371309;3470,809337;2986,594447;3770,760629;3116,26851;3674,556304;3998,750267;4463,789494;4271,397522;3800,611966;SUDESTE
PR;4111407;Ivaí;3093,639002;3180,798561;3166,523416;3631,939308;4589,30491;4128,609156;3561,101002;4234,658992;4303,791954;4643,712174;3648,076512;4822,881508;SUL
PR;4111506;Ivaiporã;3889,423937;3896,52256;3524,93213;4057,108039;4694,678043;4651,17984;4617,080149;4870,775683;4381,02468;4830,49818;4882,053371;4935,472798;SUL
PR;4111555;Ivaté;5414,781044;5335,484681;4692,08348;5224,922586;7921,063401;8005,927632;7370,718306;7689,864289;7001,827625;5896,799064;6913,648742;7812,394207;SUL
PR;4111605;Ivatuba;7361,300323;6303,480892;6884,071154;7362,274095;8691,980506;8152,712559;6391,985914;5023,298242;6259,450522;6943,407983;5507,069233;4929,565692;SUL
MS;5004700;Ivinhema;3268,438936;3254,434016;3265,843319;3581,9368;4081,478775;4239,137525;3909,311343;4078,002953;4454,433819;4653,69459;4934,676205;5751,990523;CENTRO-OESTE
GO;5211602;Ivolândia;3178,024237;3421,845167;3987,720422;4821,188131;5096,309116;5126,054548;4361,338726;4071,182032;4718,960264;5226,655413;5350,280342;5664,771841;CENTRO-OESTE
RS;4310751;Ivorá;3995,807666;3853,281706;4630,737751;4731,147337;4978,150469;5735,890651;4891,788774;5060,231414;5255,852418;6149,452973;6365,519323;7556,524084;SUL
RS;4310801;Ivoti;16157,4986;18772,24419;13228,21841;12064,85697;11377,74684;13276,29466;10590,70541;9537,038401;9449,078848;9411,427278;8927,638469;10220,90817;SUL
PE;2607901;Jaboatão dos Guararapes;3946,377648;3817,57236;3761,341246;3889,285668;3985,271234;4126,287456;4151,714836;4318,454511;4709,344077;4886,433374;5116,567733;5786,392603;NORDESTE
SC;4208609;Jaborá;5081,406554;5401,30094;6021,719242;6129,488769;6509,995446;7562,753403;7775,769661;6278,32759;7110,692642;8163,34627;7288,492775;6971,550667;SUL
BA;2917359;Jaborandi;2458,590828;3399,857827;3660,763189;8114,068196;4036,417646;6000,075836;6658,980806;6984,680649;7710,153347;9153,842427;8798,003508;8281,79804;NORDESTE
SP;3524204;Jaborandi;5362,330097;6431,821922;7195,54263;8481,131702;7654,481073;6468,285762;5714,442435;6964,232436;5354,531086;4329,89093;5336,323532;5996,30065;SUDESTE
PR;4111704;Jaboti;2480,907245;2669,184936;2299,045638;2704,779851;2878,170926;3095,73814;3055,989356;3384,28747;3090,521751;3318,283367;3091,676715;3433,447426;SUL
RS;4310850;Jaboticaba;3932,497003;4158,78356;4985,00419;4306,817715;5298,76122;4353,158994;3893,312539;4941,053455;5132,332498;5524,344184;5242,482866;6526,427849;SUL
SP;3524303;Jaboticabal;8232,858683;8889,105952;8273,44861;8988,59947;9488,175162;8616,251989;8900,484164;10335,27498;9473,564404;8922,088533;9373,321075;10421,28263;SUDESTE
MG;3134608;Jaboticatubas;2696,611796;2852,824225;2625,239318;2622,116415;2794,450171;2778,984153;2955,542637;3168,633798;2823,273047;2884,075153;2781,305684;2826,315625;SUDESTE
RN;2405009;Jaçanã;1686,087557;1692,956423;1596,614136;1643,358584;1416,718793;1452,309965;1507,27714;1550,284392;1793,776314;1815,759127;2029,553826;2004,654082;NORDESTE
BA;2917409;Jacaraci;1219,616106;1294,150015;1293,44408;1449,868931;1406,740772;1476,726472;1524,270792;1499,866386;1540,839092;1490,6084;1616,770189;1719,870809;NORDESTE
PB;2507309;Jacaraú;1568,327689;1573,631701;1608,757742;1530,633005;1550,030266;1638,836385;1706,820464;1884,804602;1903,732894;1905,195975;2006,719858;2091,513472;NORDESTE
AL;2703403;Jacaré dos Homens;2588,07497;2905,765646;3099,691076;2447,206224;1907,029393;1888,031655;1799,9197;2265,638735;2627,19982;2720,653345;2528,740223;2625,413495;NORDESTE
PA;1503754;Jacareacanga;758,9074277;789,9523908;855,2562437;888,2808083;898,0961052;855,9609149;837,7619007;844,6553839;869,5406174;891,8386609;940,4307191;2971,170743;NORTE
SP;3524402;Jacareí;13634,47882;14939,52347;12502,14792;12464,74234;11438,61785;11235,15834;10102,31019;10825,26691;10821,10258;10569,45756;10965,07458;11960,34593;SUDESTE
PR;4111803;Jacarezinho;5515,988133;6359,868614;5675,801815;5650,241877;6049,891693;6000,309885;5939,684356;5946,261249;5560,705473;5173,793948;5931,146095;6494,279356;SUL
SP;3524501;Jaci;6940,205619;7664,613393;8071,467751;9810,039955;10380,62893;10895,51651;11604,02918;13971,66249;12563,3977;12536,25977;11869,97976;12658,67824;SUDESTE
MT;5104807;Jaciara;4836,397898;5579,115312;5252,216867;6177,884632;7004,755161;6890,472727;7250,624496;6769,126602;7152,384682;7463,375036;7134,641499;6990,210404;CENTRO-OESTE
MG;3134707;Jacinto;1925,433008;1932,754185;1889,125701;1997,738491;2048,670065;1971,912477;2042,596697;2069,445459;2164,362519;2343,140548;2401,577964;2537,679999;SUDESTE
SC;4208708;Jacinto Machado;4349,553389;4672,434201;4759,390786;5260,934196;7201,819045;7305,246942;6350,640119;6322,562517;6540,274406;7953,654599;7920,763707;7161,647231;SUL
BA;2917508;Jacobina;1764,388741;1586,431865;2017,127476;2102,995171;2104,652101;2124,835288;2530,571582;2887,529965;2981,10979;3037,045736;3264,291882;3454,055551;NORDESTE
PI;2205151;Jacobina do Piauí;1534,643233;1627,700594;1361,032715;1273,657256;1284,084821;1279,915041;1293,57071;1392,174793;1491,538558;1629,955865;1820,979512;1917,458009;NORDESTE
MG;3134806;Jacuí;3045,154651;2692,65281;2878,721618;2937,208154;3351,591651;3843,185958;3872,68687;3828,218445;3996,879083;4669,633431;3929,564417;4615,698687;SUDESTE
AL;2703502;Jacuípe;2173,146132;2307,504402;2401,939273;1621,403528;1646,257033;1612,04095;1689,910977;1674,377374;1716,378641;1833,041518;2011,91678;2094,803695;NORDESTE
RS;4310876;Jacuizinho;;;5879,959744;5812,399444;9777,015246;6707,741741;3593,737625;6820,290521;7304,203307;8659,597391;6532,546426;5810,992721;SUL
PA;1503804;Jacundá;1438,256713;1325,915288;1590,687132;1816,021148;1739,682318;1950,388132;2070,766936;2118,118537;2072,604688;1900,415746;1919,590911;2133,14783;NORTE
SP;3524600;Jacupiranga;3429,374881;3347,936955;3590,798522;3903,711361;3974,847646;3608,969463;3677,537221;3589,825048;4456,495031;5060,271162;5101,517626;6132,945698;SUDESTE
MG;3134905;Jacutinga;5658,855561;6858,425533;5217,508067;5222,754037;5398,187174;5440,531136;5355,648304;5206,411559;5547,924444;6767,697495;5680,915671;5856,896781;SUDESTE
RS;4310900;Jacutinga;4843,229185;5305,762539;6326,648737;6138,438778;8937,736615;7051,014144;4756,849919;6814,708252;9177,474282;8932,052085;9229,203219;8912,096553;SUL
PR;4111902;Jaguapitã;4366,925317;4770,891238;5011,855147;5894,205452;7656,634021;8700,132975;8753,678267;8707,906884;8909,162972;6638,345344;7799,62234;12666,28474;SUL
BA;2917607;Jaguaquara;2049,998855;2066,513912;1841,496192;2003,454287;2034,591779;2037,799104;2108,973202;2061,876268;2521,924949;2456,219531;2484,721784;2358,759278;NORDESTE
MG;3135001;Jaguaraçu;4159,379571;4401,651241;3788,746664;3055,550472;2567,6498;2590,453526;2730,915028;2848,081946;6587,376734;7141,698072;6245,904513;6808,158715;SUDESTE
RS;4311007;Jaguarão;4087,490312;3941,80068;4186,189999;4145,887001;4232,532799;4238,512191;4647,794616;4907,673939;5875,522851;5841,649619;6261,259951;6836,031741;SUL
BA;2917706;Jaguarari;1728,748221;1648,254265;3037,6416;3537,075153;4736,470442;7426,12101;5310,982436;8011,933091;4574,262931;4186,944756;4359,117062;5711,2277;NORDESTE
ES;3203056;Jaguaré;5477,496028;7641,198732;8502,0762;7791,317173;6499,290457;9630,769131;10825,61359;12329,25669;12241,19489;9978,088517;6860,138196;7159,119734;SUDESTE
CE;2306702;Jaguaretama;2020,256007;2113,987347;1741,166339;2013,890457;2051,653263;1897,652061;1929,638064;2028,025976;2118,075878;2326,632471;2169,507251;2263,475745;NORDESTE
RS;4311106;Jaguari;4149,111027;3969,921397;4142,559406;5088,698675;4927,645504;4883,776108;4521,16032;5182,307231;5654,292454;5176,824283;5688,682214;6461,092342;SUL
PR;4112009;Jaguariaíva;7144,790866;7694,921095;7216,362021;8199,162473;9244,260887;9005,05181;7832,488098;8652,176999;9666,016253;7952,97534;7663,082557;7794,932354;SUL
CE;2306801;Jaguaribara;2131,970165;2468,27357;2123,101848;2897,926034;2534,737099;3070,368985;2301,881217;2272,925261;1999,927265;2334,518457;2309,668941;2488,761075;NORDESTE
CE;2306900;Jaguaribe;2155,977746;2156,927925;2124,381017;2035,571582;2048,679437;2051,796608;1969,234982;2182,506763;2388,017245;2645,055845;2710,539947;2902,244489;NORDESTE
BA;2917805;Jaguaripe;1345,35236;1427,611632;1299,344681;1729,138919;1778,256199;1472,608704;1567,990315;1940,175659;1827,534855;1705,251384;1688,091782;1972,762883;NORDESTE
SP;3524709;Jaguariúna;36565,35394;30939,35623;32868,06343;23580,24506;35048,89137;51444,40999;36162,68393;39545,0927;36348,51229;32706,9509;31890,35222;30876,06752;SUDESTE
CE;2307007;Jaguaruana;1927,214962;1976,923924;2044,349338;2168,504029;2116,328177;2254,363579;2309,432944;2656,48442;2648,021064;2978,81458;3127,21046;3295,250393;NORDESTE
SC;4208807;Jaguaruna;5427,079121;6213,710388;5640,982561;4547,108931;5228,905631;5350,702063;4899,802303;4577,145789;4815,334072;5599,070517;5828,053069;5713,590162;SUL
MG;3135050;Jaíba;2578,192961;2759,167992;2336,230386;2313,351982;1998,195987;2043,233799;2279,510769;2606,279314;3309,974582;3665,236309;4143,351977;4054,631798;SUDESTE
PI;2205201;Jaicós;1094,958791;1094,109439;1042,454201;1126,192486;1226,081842;1248,407003;1296,615389;1381,200593;1477,188639;1846,381578;1756,58519;1740,345805;NORDESTE
SP;3524808;Jales;7584,540335;5948,168162;6432,521878;6485,456816;6293,422383;6519,222326;7006,544632;6384,299777;6751,795295;6260,951479;6457,02557;8109,673002;SUDESTE
SP;3524907;Jambeiro;61460,96214;51888,83296;16863,85628;29024,8687;45236,21056;35307,07833;38247,79899;41801,99872;46998,94677;59600,93976;64547,4002;58964,86802;SUDESTE
MG;3135076;Jampruca;2338,375198;2219,189434;2276,479367;2498,853072;2469,154047;2309,333715;2382,699456;2341,361469;2398,41182;2602,560293;2492,72273;2542,610154;SUDESTE
MG;3135100;Janaúba;2383,797311;2364,569111;2604,173698;2715,247123;2511,785511;2501,02083;2594,205982;3173,460049;3684,473076;3958,0343;3617,867834;3504,61414;SUDESTE
GO;5211701;Jandaia;6876,485956;7844,299171;7656,520986;6506,627773;10462,75393;8992,955796;14176,79196;10809,94544;9415,782356;9681,430204;8561,847504;9745,96562;CENTRO-OESTE
PR;4112108;Jandaia do Sul;5455,386005;5169,850327;4931,637514;4893,908133;5445,552498;5641,061737;5552,156372;6016,061504;6083,413543;5496,724397;5869,761488;6099,71038;SUL
BA;2917904;Jandaíra;2036,206105;2932,013601;2204,24037;1614,465914;1688,810232;1586,01931;1635,417144;1725,452912;1781,764255;2074,67217;2333,750345;2635,754152;NORDESTE
RN;2405108;Jandaíra;2015,989207;1718,73965;2003,527995;2063,598398;1678,05638;1661,768345;1633,019218;1848,392312;1935,768824;1769,435348;1917,050503;1940,082422;NORDESTE
SP;3525003;Jandira;6041,781438;6197,415419;5612,389115;5842,104113;5950,32051;5794,463071;6112,123654;5707,713234;7238,47977;6611,901078;6071,373047;6796,555113;SUDESTE
RN;2405207;Janduís;1617,943446;1506,748391;1774,474793;1808,105161;1653,102849;1721,515651;1830,400378;1893,348622;1801,592992;2042,866401;2239,173858;2412,001419;NORDESTE
MT;5104906;Jangada;2861,110504;3177,248803;3023,072201;3357,012937;3445,991944;4108,946815;3618,197603;3630,908474;4374,09091;4382,440039;5590,60107;6203,818141;CENTRO-OESTE
PR;4112207;Janiópolis;3922,274944;3828,64028;3893,493698;5577,577029;6761,181988;6658,356806;5145,896671;4458,299189;4379,793985;5939,042814;5554,087805;5410,849509;SUL
MG;3135209;Januária;1983,941552;1928,977579;1937,293886;1997,737762;1899,481683;2044,148439;2184,657223;2178,085582;2392,328068;2513,829549;2413,573554;2443,418283;SUDESTE
RN;2405306;Januário Cicco;1487,715901;1540,911018;1424,334896;1858,847727;1612,117174;2303,524383;1675,939839;2009,221188;2497,337921;2080,677334;2191,962963;2316,033099;NORDESTE
MG;3135308;Japaraíba;3893,297019;3508,697423;3625,474969;4459,853462;5107,709639;5186,288428;5408,996489;5494,001414;5656,692213;5276,626962;4647,782939;5271,842602;SUDESTE
AL;2703601;Japaratinga;2518,074535;2834,028502;2631,31418;1942,426811;1756,97579;1714,161849;1727,606401;1943,376715;1851,565047;1818,551361;1899,552442;1956,708262;NORDESTE
SE;2803302;Japaratuba;4630,743356;4358,114656;6386,518727;6499,126066;7114,351033;8006,22474;10282,905;12478,3122;11373,45026;12455,87222;7880,445211;9106,976452;NORDESTE
RJ;3302270;Japeri;2929,210035;2802,321683;2842,351067;2778,840677;2588,770075;2559,754023;2652,446586;2563,066782;2744,36582;2652,54233;3733,237837;4284,260927;SUDESTE
RN;2405405;Japi;1282,141472;1295,601275;1451,219129;1472,899542;1266,255611;1305,111995;1303,624791;1370,259297;1743,947749;1879,74989;1854,315797;1946,641224;NORDESTE
PR;4112306;Japira;12804,4622;19280,54889;18905,78909;16416,42035;26505,66094;27101,5327;17977,35397;3372,208978;3467,920486;4086,064576;3820,139732;4135,691063;SUL
SE;2803401;Japoatã;4263,787907;4610,406877;3583,515996;3999,03748;3993,882545;4357,504905;3626,736149;3515,087745;3347,69098;3360,375957;2917,758302;3238,514727;NORDESTE
MG;3135357;Japonvar;1292,876268;1471,633231;1263,924835;1312,785163;1292,352771;1243,168847;1351,065934;1400,70727;1598,109784;1762,063861;1789,899112;1899,493109;SUDESTE
MS;5004809;Japorã;2200,200181;2724,394965;2279,19315;2305,049109;2699,653702;2858,958049;2111,228954;2123,723217;2411,199627;2416,296151;2452,707232;2644,389941;CENTRO-OESTE
